,Rank,Word,Part of speech,Frequency,Dispersion,Know
3962,3961,debate,v,6952.0,0.95,
3963,3962,bias,n,7388.0,0.89,
3964,3963,huh,u,7563.0,0.87,
3965,3964,metaphor,n,7461.0,0.88,
3966,3965,candle,n,7204.0,0.91,
3967,3966,handle,n,7101.0,0.93,
3968,3967,worry,n,6811.0,0.96,
3969,3968,judicial,j,7213.0,0.91,
3970,3969,entity,n,7276.0,0.9,
3971,3970,suffering,n,6955.0,0.94,
3972,3971,full-time,j,6945.0,0.94,
3973,3972,feel,n,6939.0,0.95,
3974,3973,lamp,n,7290.0,0.9,
3975,3974,garbage,n,6933.0,0.95,
3976,3975,servant,n,7064.0,0.93,
3977,3976,addition,n,7027.0,0.93,
3978,3977,regulatory,j,7274.0,0.9,
3979,3978,diplomatic,j,7193.0,0.91,
3980,3979,elegant,j,6974.0,0.94,
3981,3980,inside,n,6955.0,0.94,
3982,3981,reception,n,6896.0,0.95,
3983,3982,vanish,v,7154.0,0.91,
3984,3983,automatically,r,6823.0,0.96,
3985,3984,chin,n,7585.0,0.86,
3986,3985,trail,v,7049.0,0.93,
3987,3986,necessity,n,7071.0,0.92,
3988,3987,confess,v,6815.0,0.96,
3989,3988,racism,n,7026.0,0.93,
3990,3989,starter,n,7487.0,0.87,
3991,3990,interior,j,6931.0,0.94,
3992,3991,banking,n,7120.0,0.92,
3993,3992,casual,j,6946.0,0.94,
3994,3993,gravity,n,7000.0,0.93,
3995,3994,enroll,v,7053.0,0.92,
3996,3995,diminish,v,6875.0,0.95,
3997,3996,prevention,n,7352.0,0.88,
3998,3997,Arab,n,7222.0,0.9,
3999,3998,value,v,7000.0,0.93,
4000,3999,minimize,v,7139.0,0.91,
4001,4000,chop,v,7452.0,0.87,
4002,4001,performer,n,6896.0,0.94,
4003,4002,intent,n,6879.0,0.94,
4004,4003,isolate,v,6920.0,0.94,
4005,4004,pump,v,6765.0,0.96,
4006,4005,inventory,n,7090.0,0.92,
4007,4006,productive,j,7006.0,0.93,
4008,4007,assembly,n,6914.0,0.94,
4009,4008,civic,j,7088.0,0.91,
4010,4009,silk,n,7128.0,0.91,
4011,4010,magnitude,n,7115.0,0.91,
4012,4011,steep,j,6972.0,0.93,
4013,4012,hostage,n,8605.0,0.75,
4014,4013,collector,n,6976.0,0.93,
4015,4014,popularity,n,6836.0,0.95,
4016,4015,kiss,n,7195.0,0.9,
4017,4016,alien,n,7134.0,0.9,
4018,4017,dynamic,j,7175.0,0.9,
4019,4018,scary,j,6865.0,0.94,
4020,4019,equation,n,7372.0,0.87,
4021,4020,angel,n,6978.0,0.92,
4022,4021,switch,n,6781.0,0.95,
4023,4022,offering,n,6856.0,0.94,
4024,4023,rage,n,6877.0,0.94,
4025,4024,photography,n,7087.0,0.91,
4026,4025,repair,v,6730.0,0.96,
4027,4026,toilet,n,6939.0,0.93,
4028,4027,disappointed,j,6724.0,0.96,
4029,4028,precious,j,6716.0,0.96,
4030,4029,prohibit,v,6896.0,0.93,
4031,4030,representative,j,7008.0,0.92,
4032,4031,content,j,7113.0,0.9,
4033,4032,realistic,j,6786.0,0.95,
4034,4033,Russian,n,6891.0,0.93,
4035,4034,hidden,j,6787.0,0.95,
4036,4035,command,v,6688.0,0.96,
4037,4036,tender,j,7013.0,0.92,
4038,4037,wake,n,6630.0,0.97,
4039,4038,gathering,n,6671.0,0.96,
4040,4039,outstanding,j,6803.0,0.94,
4041,4040,stumble,v,7076.0,0.91,
4042,4041,lonely,j,6868.0,0.94,
4043,4042,automobile,n,6829.0,0.94,
4044,4043,artificial,j,6730.0,0.95,
4045,4044,dawn,n,6929.0,0.93,
4046,4045,abstract,j,7165.0,0.9,
4047,4046,descend,v,6896.0,0.93,
4048,4047,silly,j,6857.0,0.93,
4049,4048,hook,v,6800.0,0.94,
4050,4049,tide,n,6698.0,0.96,
4051,4050,shared,j,7069.0,0.91,
4052,4051,hopefully,r,6986.0,0.92,
4053,4052,readily,r,6964.0,0.92,
4054,4053,cooperate,v,6763.0,0.95,
4055,4054,revolutionary,j,6886.0,0.93,
4056,4055,romance,n,6705.0,0.95,
4057,4056,hardware,n,6951.0,0.92,
4058,4057,pillow,n,7122.0,0.9,
4059,4058,kit,n,6912.0,0.92,
4060,4059,cook,n,6866.0,0.93,
4061,4060,spread,n,6686.0,0.95,
4062,4061,continent,n,6730.0,0.95,
4063,4062,seal,v,6660.0,0.96,
4064,4063,circuit,n,6747.0,0.94,
4065,4064,sink,n,7052.0,0.9,
4066,4065,ruling,n,6947.0,0.92,
4067,4066,shortage,n,6776.0,0.94,
4068,4067,annually,r,6928.0,0.92,
4069,4068,lately,r,6696.0,0.95,
4070,4069,trap,n,6694.0,0.95,
4071,4070,scan,v,6879.0,0.92,
4072,4071,fool,n,6990.0,0.91,0.0
4073,4072,deadline,n,6932.0,0.91,
4074,4073,rear,j,6910.0,0.92,
4075,4074,processing,n,7220.0,0.88,
4076,4075,ranch,n,6759.0,0.94,
4077,4076,coastal,j,6880.0,0.92,
4078,4077,undertake,v,7044.0,0.9,
4079,4078,softly,r,7487.0,0.84,
4080,4079,reserve,v,6636.0,0.95,
4081,4080,burning,j,6665.0,0.95,
4082,4081,verbal,j,7227.0,0.87,
4083,4082,tribal,j,6995.0,0.9,
4084,4083,ridiculous,j,6695.0,0.94,
4085,4084,automatic,j,6580.0,0.96,
4086,4085,diamond,n,6743.0,0.93,
4087,4086,credibility,n,6742.0,0.93,
4088,4087,import,n,6944.0,0.91,
4089,4088,sexually,r,6806.0,0.93,
4090,4089,spring,v,6689.0,0.94,
4091,4090,way,r,6604.0,0.95,
4092,4091,divine,j,7059.0,0.89,
4093,4092,sentiment,n,6658.0,0.95,
4094,4093,cart,n,6822.0,0.92,
4095,4094,oversee,v,6773.0,0.93,
4096,4095,stem,v,6712.0,0.94,
4098,4096,elder,n,6808.0,0.92,
4099,4097,pro,n,6867.0,0.91,
4100,4098,inspiration,n,6584.0,0.95,
4101,4099,Dutch,j,6690.0,0.94,
4102,4100,quantity,n,6833.0,0.92,
4103,4101,trailer,n,6713.0,0.93,
4104,4102,mate,n,6693.0,0.94,
4105,4103,o'clock,r,6972.0,0.97,
4106,4104,Greek,j,6642.0,0.94,
4107,4105,genius,n,6509.0,0.96,
4108,4106,monument,n,6680.0,0.94,
4109,4107,bid,n,6954.0,0.9,
4110,4108,quest,n,6613.0,0.95,
4111,4109,sacrifice,n,6591.0,0.95,
4112,4110,invitation,n,6460.0,0.97,
4113,4111,accuracy,n,6942.0,0.9,
4114,4112,juror,n,7497.0,0.83,
4115,4113,officially,r,6462.0,0.97,
4116,4114,broker,n,6929.0,0.9,
4117,4115,treasure,n,6648.0,0.94,
4118,4116,loyalty,n,6604.0,0.94,
4119,4117,credit,v,6611.0,0.94,
4120,4118,shock,v,6492.0,0.96,
4121,4119,talented,j,6584.0,0.95,
4122,4120,gasoline,n,6696.0,0.93,
4123,4121,stiff,j,6697.0,0.93,
4124,4122,output,n,7041.0,0.88,
4125,4123,nominee,n,7138.0,0.87,
4126,4124,extended,j,6641.0,0.94,
4127,4125,please,v,6565.0,0.95,
4128,4126,diabetes,n,7073.0,0.88,
4129,4127,slap,v,7015.0,0.89,
4130,4128,toxic,j,6672.0,0.93,
4131,4129,alleged,j,6658.0,0.93,
4132,4130,jaw,n,6922.0,0.9,
4133,4131,grief,n,6591.0,0.94,
4134,4132,mysterious,j,6484.0,0.96,
4135,4133,rocket,n,6722.0,0.92,
4136,4134,donate,v,6606.0,0.94,
4137,4135,inmate,n,6718.0,0.92,
4138,4136,tackle,v,6644.0,0.93,
4139,4137,dynamics,n,7084.0,0.87,
4140,4138,bow,n,6800.0,0.91,
4141,4139,ours,p,6422.0,0.96,
4142,4140,senior,n,6768.0,0.91,
4143,4141,dignity,n,6585.0,0.94,
4144,4142,carpet,n,6658.0,0.93,
4145,4143,parental,j,7251.0,0.85,
4146,4144,bubble,n,6570.0,0.94,
4147,4145,heat,v,6650.0,0.93,
4148,4146,buddy,n,6554.0,0.94,
4149,4147,barn,n,6785.0,0.91,
4150,4148,sword,n,7029.0,0.88,
4151,4149,flash,n,6741.0,0.91,
4152,4150,seventh,m,6517.0,0.95,
4153,4151,glory,n,6443.0,0.96,
4154,4152,tightly,r,6643.0,0.93,
4155,4153,protective,j,6503.0,0.95,
4156,4154,tuck,v,6847.0,0.9,
4157,4155,drum,n,6423.0,0.96,
4158,4156,faint,j,6886.0,0.89,
4159,4157,post,v,6558.0,0.94,
4160,4158,queen,n,6606.0,0.93,
4161,4159,dilemma,n,6703.0,0.92,
4162,4160,input,n,7004.0,0.88,
4163,4161,specialize,v,6538.0,0.94,
4164,4162,northeast,n,6500.0,0.94,
4165,4163,shallow,j,6512.0,0.94,
4166,4164,liability,n,6775.0,0.9,
4167,4165,sail,v,6525.0,0.94,
4168,4166,merchant,n,6474.0,0.94,
4169,4167,stadium,n,6977.0,0.88,
4170,4168,improved,j,6720.0,0.91,
4171,4169,bloody,j,6513.0,0.94,
4172,4170,defeat,n,6380.0,0.96,
4173,4171,associated,j,6754.0,0.9,
4174,4172,withdrawal,n,6624.0,0.92,
4175,4173,refrigerator,n,6497.0,0.94,
4176,4174,nest,n,6541.0,0.93,
4177,4175,near,j,6296.0,0.97,
4178,4176,thoroughly,r,6384.0,0.96,
4179,4177,lane,n,6540.0,0.93,
4180,4178,ancestor,n,6529.0,0.93,
4181,4179,condemn,v,6418.0,0.95,
4182,4180,steam,n,6426.0,0.95,
4183,4181,accent,n,6486.0,0.94,
4184,4182,escape,n,6358.0,0.96,
4185,4183,optimistic,j,6412.0,0.95,
4186,4184,unite,v,6391.0,0.95,
4187,4185,cage,n,6621.0,0.92,
4188,4186,equip,v,6436.0,0.94,
4189,4187,shrimp,n,6631.0,0.91,
4190,4188,homeland,n,6726.0,0.9,
4191,4189,exchange,v,6394.0,0.95,
4192,4190,rack,n,6677.0,0.91,
4193,4191,costume,n,6349.0,0.95,
4194,4192,wolf,n,6718.0,0.9,
4195,4193,courtroom,n,6772.0,0.89,
4196,4194,statute,n,6838.0,0.88,
4197,4195,cartoon,n,6403.0,0.94,
4198,4196,besides,i,6198.0,0.97,
4199,4197,productivity,n,6651.0,0.91,
4200,4198,grin,v,7242.0,0.83,
4201,4199,symbolic,j,6755.0,0.89,
4202,4200,seal,n,6543.0,0.92,
4203,4201,bug,n,6541.0,0.92,
4204,4202,bless,v,6293.0,0.96,
4205,4203,aunt,n,6662.0,0.9,
4206,4204,agriculture,n,6621.0,0.91,
4207,4205,rock,v,6473.0,0.93,
4208,4206,hostile,j,6319.0,0.95,
4209,4207,root,v,6276.0,0.96,
4210,4208,conceive,v,6486.0,0.93,
4211,4209,combined,j,6495.0,0.93,
4212,4210,instantly,r,6476.0,0.93,
4213,4211,bankruptcy,n,6690.0,0.9,
4214,4212,vaccine,n,6761.0,0.89,
4215,4213,bonus,n,6531.0,0.92,
4216,4214,collaboration,n,6889.0,0.87,
4217,4215,mixed,j,6327.0,0.95,
4218,4216,opposed,i,6418.0,0.93,
4219,4217,orbit,n,6490.0,0.92,
4220,4218,grasp,v,6357.0,0.94,
4221,4219,patience,n,6532.0,0.92,
4222,4220,spite,i,6339.0,0.94,
4223,4221,tropical,j,6473.0,0.92,
4224,4222,voting,n,6621.0,0.9,
4225,4223,patrol,n,6382.0,0.94,
4226,4224,willingness,n,6461.0,0.92,
4227,4225,position,v,6288.0,0.95,
4228,4226,revelation,n,6297.0,0.95,
4229,4227,rent,n,6360.0,0.94,
4230,4228,calm,v,6484.0,0.92,
4231,4229,jewelry,n,6338.0,0.94,
4232,4230,Cuban,j,6601.0,0.9,
4233,4231,haul,v,6401.0,0.93,
4234,4232,concede,v,6303.0,0.95,
4235,4233,trace,n,6345.0,0.94,
4236,4234,wagon,n,6577.0,0.91,
4237,4235,afterward,r,6353.0,0.94,
4238,4236,spectacular,j,6276.0,0.95,
4239,4237,ruin,v,6267.0,0.95,
4240,4238,sheer,j,6209.0,0.96,
4241,4239,prior,j,6720.0,0.88,
4242,4240,immune,j,6492.0,0.91,
4243,4241,reliability,n,7053.0,0.84,
4244,4242,ass,n,6911.0,0.86,
4245,4243,alongside,i,6166.0,0.96,
4246,4244,bush,n,6307.0,0.94,
4247,4245,exotic,j,6185.0,0.96,
4248,4246,fascinating,j,6231.0,0.95,
4249,4247,secure,j,6138.0,0.96,
4250,4248,clip,n,6660.0,0.89,
4251,4249,thigh,n,6576.0,0.9,
4252,4250,bull,n,6346.0,0.93,
4253,4251,drawer,n,6665.0,0.89,
4254,4252,regard,i,6665.0,0.89,
4255,4253,sheep,n,6320.0,0.94,
4256,4254,discourage,v,6177.0,0.96,
4257,4255,coordinator,n,6478.0,0.91,
4258,4256,ideological,j,6793.0,0.87,
4259,4257,runner,n,6333.0,0.93,
4260,4258,secular,j,6560.0,0.9,
4261,4259,intimate,j,6143.0,0.96,
4262,4260,empire,n,6268.0,0.94,
4263,4261,cab,n,6561.0,0.9,
4264,4262,divorce,v,6086.0,0.97,
4265,4263,exam,n,6176.0,0.95,
4266,4264,documentary,n,6321.0,0.93,
4267,4265,neutral,j,6331.0,0.93,
4268,4266,biology,n,6334.0,0.93,
4269,4267,flexible,j,6312.0,0.93,
4270,4268,progressive,j,6387.0,0.92,
4271,4269,web,n,6411.0,0.92,
4272,4270,conspiracy,n,6261.0,0.94,
4273,4271,catch,n,6377.0,0.92,
4274,4272,casualty,n,6439.0,0.91,
4275,4273,republic,n,7519.0,0.78,
4276,4274,execution,n,6278.0,0.93,
4277,4275,terrific,j,6356.0,0.92,
4278,4276,whale,n,6928.0,0.84,
4279,4277,functional,j,6736.0,0.87,
4280,4278,star,v,6328.0,0.92,
4281,4279,draft,v,6234.0,0.94,
4282,4280,instinct,n,6076.0,0.96,
4283,4281,teammate,n,6572.0,0.89,
4284,4282,aluminum,n,6468.0,0.9,
4285,4283,whoever,p,6250.0,0.93,
4286,4284,ministry,n,6250.0,0.93,
4287,4285,verdict,n,6529.0,0.89,
4288,4286,instruct,v,6117.0,0.95,
4289,4287,skull,n,6313.0,0.92,
4290,4288,self-esteem,n,6727.0,0.86,
4291,4289,ease,n,6103.0,0.95,
4292,4290,cooperative,j,6671.0,0.87,
4293,4291,manipulate,v,6159.0,0.94,
4294,4292,bee,n,6342.0,0.92,
4295,4293,practitioner,n,6670.0,0.87,
4296,4294,loop,n,6175.0,0.94,
4297,4295,edit,v,6157.0,0.94,
4298,4296,whip,v,6255.0,0.93,
4299,4297,puzzle,n,6153.0,0.94,
4300,4298,mushroom,n,6454.0,0.9,
4301,4299,subsidy,n,6236.0,0.93,
4302,4300,boil,v,6180.0,0.94,
4303,4301,tragic,j,6038.0,0.96,
4304,4302,mathematics,n,6828.0,0.85,
4305,4303,mechanic,n,6092.0,0.95,
4306,4304,jar,n,6284.0,0.92,
4307,4305,respect,i,6659.0,0.87,
4308,4306,earthquake,n,6439.0,0.9,
4309,4307,pork,n,6261.0,0.92,
4310,4308,creativity,n,6452.0,0.89,
4311,4309,safely,r,5959.0,0.97,
4312,4310,underlying,j,6340.0,0.91,
4313,4311,dessert,n,6286.0,0.92,
4314,4312,sympathy,n,6044.0,0.95,
4315,4313,fisherman,n,6317.0,0.91,
4316,4314,incredibly,r,6141.0,0.94,
4317,4315,isolation,n,6251.0,0.92,
4318,4316,sock,n,6273.0,0.92,
4319,4317,near,r,6097.0,0.94,
4320,4318,jump,n,6088.0,0.95,
4321,4319,eleven,m,6239.0,0.92,
4322,4320,sexy,j,6300.0,0.91,
4323,4321,entrepreneur,n,6238.0,0.92,
4324,4322,syndrome,n,6157.0,0.93,
4325,4323,bureau,n,6199.0,0.93,
4326,4324,seat,v,6227.0,0.92,
4327,4325,workplace,n,6186.0,0.93,
4328,4326,ambition,n,5962.0,0.96,
4329,4327,touchdown,n,6954.0,0.82,
4330,4328,utilize,v,6607.0,0.87,
4331,4329,breeze,n,6423.0,0.89,
4332,4330,costly,j,6130.0,0.93,
4333,4331,ambitious,j,6040.0,0.95,
4334,4332,Christianity,n,6312.0,0.91,
4335,4333,presumably,r,6039.0,0.95,
4336,4334,influential,j,6161.0,0.93,
4337,4335,translation,n,6266.0,0.91,
4338,4336,uncertain,j,5951.0,0.96,
4339,4337,dissolve,v,6157.0,0.93,
4340,4338,object,v,5909.0,0.97,
4341,4339,statistical,j,6634.0,0.86,
4342,4340,gut,n,6067.0,0.94,
4343,4341,metropolitan,j,6149.0,0.93,
4344,4342,rolling,j,6066.0,0.94,
4345,4343,aesthetic,j,6647.0,0.86,
4346,4344,spell,v,5887.0,0.97,
4347,4345,insert,v,6067.0,0.94,
4348,4346,booth,n,6191.0,0.92,
4349,4347,helmet,n,6203.0,0.92,
4350,4348,waist,n,6394.0,0.89,
4351,4349,expected,j,6144.0,0.93,
4352,4350,lion,n,6075.0,0.94,
4353,4351,accomplishment,n,5980.0,0.95,
4354,4352,royal,j,6028.0,0.94,
4355,4353,panic,n,6087.0,0.93,
4356,4354,cast,n,6007.0,0.95,
4357,4355,crush,v,5985.0,0.95,
4358,4356,actively,r,6232.0,0.91,
4359,4357,cliff,n,6117.0,0.93,
4360,4358,minimal,j,6176.0,0.92,
4361,4359,cord,n,6071.0,0.94,
4362,4360,fortunately,r,5974.0,0.95,
4363,4361,cocaine,n,6207.0,0.91,
4364,4362,illusion,n,6035.0,0.94,
4365,4363,anonymous,j,5949.0,0.95,
4366,4364,tolerate,v,5871.0,0.97,
4367,4365,appreciation,n,6054.0,0.94,
4368,4366,commissioner,n,6303.0,0.9,
4369,4367,harm,v,5810.0,0.97,
4370,4368,flexibility,n,6149.0,0.92,
4371,4369,instructional,j,7014.0,0.81,
4372,4370,scramble,v,6061.0,0.93,
4373,4371,casino,n,6205.0,0.91,
4374,4372,tumor,n,6427.0,0.88,
4375,4373,decorate,v,5997.0,0.94,
4376,4374,sort,v,5809.0,0.97,
4377,4375,charge,i,5893.0,0.96,
4378,4376,pulse,n,5992.0,0.94,
4379,4377,equivalent,n,5935.0,0.95,
4380,4378,fixed,j,6042.0,0.93,
4381,4379,experienced,j,6031.0,0.93,
4382,4380,donation,n,6086.0,0.92,
4383,4381,diary,n,5945.0,0.95,
4384,4382,sibling,n,6102.0,0.92,
4385,4383,irony,n,5818.0,0.97,
4386,4384,spoon,n,6194.0,0.91,
4387,4385,midst,n,5760.0,0.98,
4388,4386,alley,n,6236.0,0.9,
4389,4387,upset,j,5954.0,0.94,
4390,4388,interact,v,6247.0,0.9,
4391,4389,soap,n,5952.0,0.94,
4392,4390,cute,j,6089.0,0.92,
4393,4391,rival,n,6005.0,0.93,
4394,4392,short-term,j,5998.0,0.93,
4395,4393,punch,v,6071.0,0.92,
4396,4394,pin,n,6000.0,0.93,
4397,4395,hockey,n,6171.0,0.91,
4398,4396,passing,j,5903.0,0.95,
4399,4397,persist,v,6013.0,0.93,
4400,4398,supplier,n,6038.0,0.93,
4401,4399,known,j,5892.0,0.95,
4402,4400,momentum,n,5911.0,0.94,
4403,4401,purse,n,6161.0,0.91,
4404,4402,shed,v,5769.0,0.97,
4405,4403,liquid,n,5948.0,0.94,
4406,4404,icon,n,6030.0,0.92,
4407,4405,elephant,n,6038.0,0.92,
4408,4406,consequently,r,6463.0,0.86,
4409,4407,legislature,n,6027.0,0.92,
4410,4408,associate,n,5860.0,0.95,
4411,4409,franchise,n,6332.0,0.88,
4412,4410,correctly,r,5884.0,0.95,
4413,4411,mentally,r,5793.0,0.96,
4414,4412,foster,v,6237.0,0.89,
4415,4413,bicycle,n,5960.0,0.93,
4416,4414,encouraging,j,5868.0,0.95,
4417,4415,cheat,v,5819.0,0.96,
4418,4416,access,v,6023.0,0.92,
4419,4417,heal,v,5797.0,0.96,
4420,4418,fever,n,5874.0,0.95,
4421,4419,filter,n,6210.0,0.9,
4422,4420,rabbit,n,6095.0,0.91,
4423,4421,coin,n,5947.0,0.93,
4424,4422,exploit,v,5909.0,0.94,
4425,4423,accessible,j,5965.0,0.93,
4426,4424,organism,n,6210.0,0.89,
4427,4425,sensation,n,5882.0,0.94,
4428,4426,partially,r,5882.0,0.94,
4429,4427,stay,n,5779.0,0.96,
4430,4428,upstairs,r,6271.0,0.88,
4431,4429,dried,j,6109.0,0.91,
4432,4430,minimum,n,5867.0,0.94,
4433,4431,pro,j,6101.0,0.91,
4434,4432,conservation,n,6129.0,0.9,
4435,4433,shove,v,6327.0,0.87,
4436,4434,backyard,n,5890.0,0.94,
4437,4435,charter,n,6011.0,0.92,
4438,4436,stove,n,6082.0,0.91,
4439,4437,consent,n,6239.0,0.89,
4440,4438,comprise,v,6258.0,0.88,
4441,4439,reminder,n,5681.0,0.97,
4442,4440,alike,r,5740.0,0.96,
4443,4441,placement,n,6275.0,0.88,
4444,4442,dough,n,6294.0,0.88,
4445,4443,grandchild,n,5826.0,0.95,
4446,4444,dam,n,5968.0,0.92,
4447,4445,reportedly,r,5911.0,0.93,
4448,4446,well-known,j,5782.0,0.95,
4449,4447,surrounding,j,5826.0,0.95,
4450,4448,ecological,j,6443.0,0.86,
4451,4449,outfit,n,5850.0,0.94,
4452,4450,unprecedented,j,5798.0,0.95,
4453,4451,columnist,n,5997.0,0.92,
4454,4452,workout,n,6414.0,0.86,
4455,4453,preliminary,j,5908.0,0.93,
4456,4454,patent,n,6024.0,0.91,
4457,4455,shy,j,5806.0,0.95,0.0
4458,4456,quote,n,6228.0,0.88,
4459,4457,trash,n,5811.0,0.95,
4460,4458,disabled,j,5952.0,0.92,
4461,4459,gross,j,5802.0,0.95,
4462,4460,damn,j,6269.0,0.88,
4463,4461,hormone,n,6230.0,0.88,
4464,4462,texture,n,5994.0,0.92,
4465,4463,counter,v,5722.0,0.96,
4466,4464,pencil,n,5936.0,0.92,
4467,4465,associate,j,5859.0,0.94,
4468,4466,frontier,n,5897.0,0.93,
4469,4467,spray,n,6005.0,0.91,
4470,4468,bet,n,5801.0,0.95,
4471,4469,disclose,v,5879.0,0.93,
4472,4470,custody,n,5957.0,0.92,
4473,4471,banker,n,5933.0,0.92,
4474,4472,beast,n,6052.0,0.9,
4475,4473,interfere,v,5709.0,0.96,
4476,4474,oak,n,5938.0,0.92,
4477,4475,case,c,5791.0,0.94,
4478,4476,eighth,m,5814.0,0.94,
4479,4477,notebook,n,5884.0,0.93,
4480,4478,outline,v,5859.0,0.93,
4481,4479,gaze,v,6379.0,0.86,
4482,4480,attendance,n,5963.0,0.92,
4483,4481,speculation,n,5698.0,0.96,
4484,4482,uncover,v,5696.0,0.96,
4485,4483,behalf,i,5727.0,0.95,
4486,4484,innovative,j,5921.0,0.92,
4487,4485,shark,n,6164.0,0.88,
4488,4486,reward,v,5676.0,0.96,
4489,4487,mill,n,5761.0,0.95,
4490,4488,installation,n,5938.0,0.92,
4491,4489,stimulate,v,5898.0,0.92,
4492,4490,tag,n,5735.0,0.95,
4493,4491,vertical,j,5950.0,0.91,
4494,4492,swimming,n,5735.0,0.95,
4495,4493,fleet,n,5781.0,0.94,
4496,4494,catalog,n,5925.0,0.92,
4497,4495,outsider,n,5690.0,0.96,
4498,4496,sacrifice,v,5641.0,0.96,
4499,4497,desperately,r,5701.0,0.95,
4500,4498,stance,n,5812.0,0.93,
4501,4499,compel,v,5728.0,0.95,
4502,4500,sensitivity,n,5981.0,0.91,
4503,4501,someday,r,5744.0,0.94,
4504,4502,instant,j,5765.0,0.94,
4505,4503,debut,n,5986.0,0.91,
4506,4504,proclaim,v,5716.0,0.95,
4507,4505,worldwide,r,5781.0,0.94,
4508,4506,hike,v,6111.0,0.89,
4509,4507,required,j,5953.0,0.91,
4510,4508,confrontation,n,5762.0,0.94,
4511,4509,colorful,j,5773.0,0.94,
4512,4510,ideal,n,5978.0,0.91,0.0
4513,4511,constitution,n,6111.0,0.89,
4514,4512,trainer,n,5845.0,0.93,
4515,4513,Thanksgiving,n,5859.0,0.92,
4516,4514,scent,n,6050.0,0.89,
4517,4515,stack,n,5858.0,0.92,
4518,4516,eyebrow,n,6212.0,0.87,
4519,4517,sack,n,5880.0,0.92,
4520,4518,cease,v,5679.0,0.95,
4521,4519,inherit,v,5563.0,0.97,
4522,4520,tray,n,6021.0,0.9,
4523,4521,pioneer,n,5755.0,0.94,
4524,4522,organizational,j,6445.0,0.84,
4525,4523,textbook,n,5968.0,0.9,
4526,4524,uh,u,6155.0,0.87,
4527,4525,nasty,j,5682.0,0.95,
4528,4526,shrink,v,5617.0,0.96,
4529,4527,model,v,5925.0,0.91,
4530,4528,emerging,j,5942.0,0.91,
4531,4529,dot,n,5795.0,0.93,
4532,4530,wheat,n,5730.0,0.94,
4533,4531,fierce,j,5622.0,0.96,
4534,4532,envision,v,5619.0,0.96,
4535,4533,rational,j,5941.0,0.9,
4536,4534,kingdom,n,5674.0,0.95,
4537,4535,aisle,n,5828.0,0.92,
4538,4536,weaken,v,5640.0,0.95,
4539,4537,protocol,n,6031.0,0.89,
4540,4538,exclusively,r,5852.0,0.92,
4541,4539,vocal,j,5727.0,0.94,
4542,4540,marketplace,n,5650.0,0.95,
4543,4541,openly,r,5558.0,0.96,
4544,4542,unfair,j,5656.0,0.95,
4545,4543,terrain,n,5873.0,0.91,
4546,4544,deploy,v,5674.0,0.94,
4547,4545,risky,j,5632.0,0.95,
4548,4546,pasta,n,6062.0,0.88,
4549,4547,genre,n,5919.0,0.9,
4550,4548,distract,v,5720.0,0.93,
4551,4549,merit,n,5670.0,0.94,
4552,4550,planner,n,5797.0,0.92,
4553,4551,depressed,j,5543.0,0.96,
4554,4552,chunk,n,5682.0,0.94,
4555,4553,closest,j,5506.0,0.97,
4556,4554,discount,n,5809.0,0.92,
4557,4555,no,d,5591.0,0.95,
4558,4556,ladder,n,5720.0,0.93,
4559,4557,jungle,n,5693.0,0.94,
4560,4558,migration,n,6067.0,0.88,
4561,4559,breathing,n,5798.0,0.92,
4562,4560,invade,v,5653.0,0.94,
4563,4561,hurricane,n,6439.0,0.83,
4564,4562,retailer,n,5915.0,0.9,
4565,4563,classify,v,5964.0,0.89,
4566,4564,wound,v,5660.0,0.94,
4567,4565,coup,n,6179.0,0.86,
4568,4566,aid,v,5676.0,0.94,
4569,4567,ambassador,n,5847.0,0.91,
4570,4568,density,n,6040.0,0.88,
4571,4569,supportive,j,5662.0,0.94,
4572,4570,curiosity,n,5630.0,0.94,
4573,4571,skip,v,5635.0,0.94,
4574,4572,aggression,n,6215.0,0.85,
4575,4573,stimulus,n,6215.0,0.85,
4576,4574,journalism,n,5684.0,0.93,
4577,4575,robot,n,6023.0,0.88,
4578,4576,flood,v,5531.0,0.96,
4579,4577,dip,v,5664.0,0.93,
4580,4578,likewise,r,5821.0,0.91,
4581,4579,informal,j,5931.0,0.89,
4582,4580,Persian,j,6340.0,0.83,
4583,4581,feather,n,5744.0,0.92,
4584,4582,sphere,n,5881.0,0.9,
4585,4583,tighten,v,5665.0,0.93,
4586,4584,boast,v,5731.0,0.92,
4587,4585,pat,v,5968.0,0.89,
4588,4586,perceived,j,6386.0,0.83,
4589,4587,sole,j,5535.0,0.95,
4590,4588,publicity,n,5557.0,0.95,
4591,4589,major,n,5678.0,0.93,
4592,4590,unfold,v,5420.0,0.97,
4593,4591,joke,v,5576.0,0.95,
4594,4592,well-being,n,6005.0,0.88,
4595,4593,validity,n,6401.0,0.82,
4596,4594,ecosystem,n,6215.0,0.85,
4597,4595,strictly,r,5532.0,0.95,
4598,4596,partial,j,5716.0,0.92,
4599,4597,collar,n,5791.0,0.91,
4600,4598,weed,n,5642.0,0.93,
4601,4599,compliance,n,5973.0,0.88,
4602,4600,streak,n,5826.0,0.9,
4603,4601,supposedly,r,5451.0,0.97,
4604,4602,added,j,5616.0,0.94,
4605,4603,builder,n,5720.0,0.92,
4606,4604,glimpse,n,5567.0,0.95,
